title,authors,average_rating,num_pages,ratings_count,isbn13
The Body Farm (Kay Scarpetta  #5),Patricia Cornwell,4.05,351,57415,9780425201442
Trace (Kay Scarpetta  #13),Patricia Cornwell/Carolyn McCormick,3.78,11,46,9780143058328
Cause of Death (Kay Scarpetta  #7),Patricia Cornwell/C.J. Critt,3.93,356,38823,9780425213384
The Patricia Cornwell CD Audio Treasury: All That Remains / Cruel & Unusual (Kay Scarpetta  #3  #4),Patricia Cornwell/Kate Burton,4.16,0,202,9780060791216
The Scarpetta Collection: All That Remains / Cruel & Unusual (Kay Scarpetta  #3  #4),Patricia Cornwell,4.16,672,30,9780743255813
In the Dark of the Night,John Saul,3.88,324,4278,9780345487018
Perfect Nightmare,John Saul,3.89,384,3721,9780345467324
  said the shotgun to the head.,Saul Williams,4.22,192,2762,9780743470797
Early Color,Saul Leiter/Martin Harrison,4.73,156,144,9783865211392
Herzog,Saul Bellow/Philip Roth,3.78,371,16550,9780142437292
Midnight Voices,John Saul/Joe Blades,3.75,384,2756,9780449006535
The Manhattan Hunt Club,John Saul,3.98,384,4889,9780345490643
Shadows,John Saul,3.93,393,10824,9780553560275
The Presence,John Saul,3.76,432,2699,9780449002414
Creature,John Saul,3.84,416,10047,9780553284119
Asylum (Blackstone Chronicles  #6),John Saul,4.1,97,932,9780449227947
Suffer the Children,John Saul,3.91,378,28001,9780440182931
The Big Bad Wolf  (Alex Cross  #9),James Patterson/مریم کاظمی‌تبار,3.99,400,42096,9780446610223
Big Bad Wolf,Linda Jones,3.8,359,123,9780505521798
Why Do Men Fall Asleep After Sex? More Questions You'd Only Ask a Doctor After Your Third Whiskey Sour,Mark Leyner/Billy Goldberg,3.55,263,1166,9780307345974
Four Blondes,Candace Bushnell,2.82,256,23409,9780802138255
Lipstick Jungle,Candace Bushnell,3.41,496,37514,9780786887071
The Easy Way to Stop Smoking: Join the Millions Who Have Become Nonsmokers Using the Easyway Method,Allen Carr,4.3,224,3510,9781402718618
Teach Your Child to Read in 100 Easy Lessons,Siegfried Engelmann/Phyllis Haddox/Elaine Bruner,4.17,395,2207,9780671631987
It's Not Easy Being Green: And Other Things to Consider,Jim Henson/Cheryl Henson,4.2,197,1409,9781401302429
Playing Easy to Get (B.A.D. Agency #1.5; Vikings Underground #3; Immortals After Dark #1),Sherrilyn Kenyon/Jaid Black/Kresley Cole,4.13,352,12509,9781416510871
The Big Over Easy (Nursery Crime  #1),Jasper Fforde,3.94,383,27137,9780143037231
The Enneagram Made Easy: Discover the 9 Types of People,Renee Baron/Elizabeth Wagele,3.82,161,1844,9780062510266
It's Easy Being Green: A Handbook for Earth-Friendly Living,Crissy Trask/Mike Clelland,3.55,168,330,9781586857721
Le Divorce,Diane Johnson,2.88,320,3602,9780452284487
Divine Conspiracy: Rediscovering Our Hidden Life in God,Dallas Willard,4.22,384,52,9780006281146
The Divine Comedy,Dante Alighieri/John Ciardi,4.07,895,3127,9780451208637
The Divine Comedy,Dante Alighieri/Allen Mandelbaum/Eugenio Montale,4.07,798,86527,9780679433132
Divine,Karen Kingsbury,4.28,355,9043,9781414309354
When the Emperor Was Divine,Julie Otsuka,3.73,160,180,9780141009056
Complete Divine (Dungeons & Dragons Edition 3.5),David Noonan,3.64,191,803,9780786932726
A Divine Revelation of Hell,Mary K. Baxter/T.L. Lowery,4.18,208,1164,9780883682791
Boy: Tales of Childhood (Roald Dahl's Autobiography  #1),Roald Dahl/Quentin Blake,4.1,176,45253,9780141311401
The Enormous Crocodile,Roald Dahl/Quentin Blake,3.78,32,13986,9780142302453
The Magic Finger,Roald Dahl/Quentin Blake,3.68,67,23558,9780141311296
The Wonderful Story of Henry Sugar and Six More,Roald Dahl,4.14,240,15116,9780375814235
The Gremlins,Roald Dahl/Artists and Writers Guild/Walt Disney Company/Leonard Maltin,3.44,56,511,9781593074968
Going Solo (Roald Dahl's Autobiography  #2),Roald Dahl/Quentin Blake,4.08,209,17327,9780141311425
Gumbo Ya-Ya: A Collection of Louisiana Folk Tales,Lyle Saxon/Edward Dreyer/Robert Tallant,4.04,640,307,9780882896458
James and the Giant Peach,Roald Dahl/Quentin Blake,4.01,146,328542,9780375814242
Danny the Champion of the World,Roald Dahl/Quentin Blake,4.09,224,46753,9780375814259
My Uncle Oswald,Roald Dahl,3.89,208,8170,9780140055771
Fantastic Mr. Fox,Roald Dahl/Quentin Blake,4.05,96,83723,9780375822070
The Giraffe and the Pelly and Me,Roald Dahl/Quentin Blake,3.82,32,17232,9780140568196
The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,4.13,229,159883,9781577314806
Wild Things: Four Tales,Douglas Clegg,3.58,97,67,9781587671562
Wild Things (Prowlers Book 1),Christopher Golden,4.03,311,7,9780743440172
A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments,David Foster Wallace,4.25,353,27674,9780316925280
Oblivion,David Foster Wallace,4.07,329,10633,9780316010764
Consider the Lobster and Other Essays,David Foster Wallace,4.23,343,32876,9780316156110
Brief Interviews with Hideous Men,David Foster Wallace,3.86,273,18335,9780349111889
Diabetes Meal Planning Made Easy,Hope S. Warshaw/Warshaw Hope,3.42,301,33,9781580402514
Easy French Reader,R. de Roussy de Sales,3.85,228,297,9780071428484
Algebra the Easy Way,Douglas Downing,4.06,392,23,9780764119729
Easy Riders  Raging Bulls,Peter Biskind,4.12,512,5305,9780684857084
Cloud Atlas,David Mitchell,4.02,529,6985,9780340822784
The Cloud Atlas,Liam Callanan,3.38,368,1748,9780385336956
Easy Labor: Every Woman's Guide to Choosing Less Pain and More Joy During Childbirth,William Camann/Kathryn    Alexander,3.45,311,234,9780345476630
The McDougall Quick and Easy Cookbook,John A. McDougall/Mary McDougall,4.01,336,308,9780452276963
American Sign Language The Easy Way,David A. Stewart/Jessalyn Little/Elizabeth     Stewart,3.75,480,34,9780764134289
Ghostwritten,David Mitchell,4.05,426,20880,9780375724503
Romeo & Juliet,William Shakespeare/Alan Durband,3.74,288,179,9780748702558
Easy Prey (Lucas Davenport  #11),John Sandford,4.08,480,11676,9780743484183
Mayada  Daughter of Iraq: One Woman's Survival Under Saddam Hussein,Jean Sasson,4.0,368,4208,9780451212924
Three to Get Deadly (Stephanie Plum  #3),Janet Evanovich,4.15,321,125114,9780312966096
Smitten (Elsie Hawkins #2),Janet Evanovich,3.67,234,11968,9780060598877
Manhunt,Janet Evanovich,3.7,219,12152,9780060598822
Three Plums In One (Stephanie Plum  #1-3),Janet Evanovich,4.31,1016,2983,9780743216395
Hot Six (Stephanie Plum  #6),Janet Evanovich,4.19,336,108961,9780312976279
Amsterdam,Ian McEwan,3.43,208,35998,9780385494243
Fodor's Amsterdam (Fodor's Gold Guides),Fodor's Travel Publications Inc./Sarah Gold,3.43,288,6,9781400016082
The Child in Time,Ian McEwan,3.58,263,8285,9780385497527
Enduring Love,Ian McEwan,3.63,245,30776,9780099481249
Black Dogs,Ian McEwan,3.44,149,7938,9780385494328
The Comfort of Strangers,Ian McEwan,3.41,128,11116,9780679749844
And the Envelope  Please...: Ever After / An Affair To Remember / It Happened One Night,Barbara Bretton/Emilie Rose/Isabel Sharpe,3.57,279,7,9780373836932
Las rubias de 5th Avenue,Plum Sykes,3.28,304,5,9788497935883
Tuesdays with Morrie,Mitch Albom,4.1,192,5541,9780307275639
La Dernière Leçon,Mitch Albom,4.1,209,3,9780785930730
My Sister's Keeper,Mavis Applewater,3.86,252,89,9780974412184
My Sister's Keeper (Gillian Adams  #2),Nora Kelly,3.7,228,22,9781890208288
Their Sisters' Keepers: Women's Prison Reform in America  1830-1930,Estelle B. Freedman,4.27,272,22,9780472080526
Baby's Alphabet,Jean Marzollo/Nancy Sheehan,3.75,32,4,9780761316435
Welcome to the Monkey House,Kurt Vonnegut Jr./David Strathairn/Maria Tucci/Bill Irwin/Tony    Roberts/Dylan Baker,4.15,9,61,9780060898717
What Color Is Your Parachute? A Practical Manual for Job-Hunters and Career-Changers,Richard Nelson Bolles,3.7,382,4171,9781580087940
You Can Have What You Want: Proven Strategies for Inner and Outer Success,Michael Neill,4.14,240,21,9781401911836
Like Water for Chocolate,Laura Esquivel/Thomas  Christensen/Carol Christensen,3.95,222,283199,9780552995870
Like Water for Chocolate,Laura Esquivel/Yareli Arizmendi,3.95,0,121,9780739334195
Como agua para chocolate,Laura Esquivel,3.95,248,11,9780785731238
The Radicalism of the American Revolution,Gordon S. Wood,4.06,447,4246,9780679736882
Emma,Jane Austen/Fiona Stafford,4.0,474,549271,9780141439587
Prince of Ice (Tale of the Demon World  #3),Emma Holly,3.99,294,1335,9780425212592
Emma Lazarus,Esther Schor,3.88,368,30,9780805242164
Strange Attractions,Emma Holly,3.68,312,1221,9780425205037
The Mermaid Chair,Sue Monk Kidd,3.13,368,68363,9780143036692
The Dance of the Dissident Daughter: A Woman's Journey from Christian Tradition to the Sacred Feminine,Sue Monk Kidd,3.95,253,572,9780061144905
When the Heart Waits: Spiritual Direction for Life's Sacred Questions,Sue Monk Kidd,4.13,240,2366,9780061144899
With Open Hands,Henri J.M. Nouwen/Sue Monk Kidd,4.3,125,782,9781594710643
Saxons  Vikings  and Celts: The Genetic Roots of Britain and Ireland,Bryan Sykes,3.86,320,1033,9780393062687
Yeah  I Said It,Wanda Sykes,3.71,247,458,9780743482714
The Seven Daughters Of Eve,Bryan Sykes,3.98,368,153,9780552152181
Dumbing Down Our Kids: Why American Children Feel Good About Themselves But Can't Read  Write or Add,Charles J. Sykes,3.71,352,169,9780312148232
If I Don't Write It Nobody Else Will: An Autobiography,Eric Sykes,3.88,512,25,9780007177844
Hamlet,William Shakespeare,4.02,352,9,9781411400429
William Shakespeare's A Midsummer Night's Dream (Cliffs Complete),CliffsNotes/Michael McMahon,3.89,192,38,9780764587252
A Midsummer Night's Dream,William Shakespeare,3.94,162,2167,9780451526960
A Midsummer Night's Dream,William Shakespeare/Amanda Root/Arkangel Cast/Roy Hudd/David Harewood,3.94,3,62,9781932219241
A Midsummer Night's Dream,William Shakespeare/Roma Gill/B. Litt,3.94,102,126,9780198321507
A Midsummer Night's Dream,William Shakespeare/Roma Gill,3.94,99,14,9780198320210
The Burning (Guardians of Ga'Hoole  #6),Kathryn Lasky/Richard Cowdrey,4.08,224,9175,9780439405621
The Siege (Guardians of Ga'Hoole  #4),Kathryn Lasky,4.1,203,9256,9780439405607
In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency  #6),Alexander McCall Smith,4.08,256,1070,9781400075706
Morality for Beautiful Girls (No. 1 Ladies' Detective Agency #3),Alexander McCall Smith,3.98,227,33028,9781400031368
In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency  #6),Alexander McCall Smith/Lisette Lecat,4.08,10,133,9781419311741
The Full Cupboard of Life (No. 1 Ladies' Detective Agency  #5),Alexander McCall Smith,4.02,198,480,9780375422188
The Tale of Genji,Murasaki Shikibu/Edward G. Seidensticker,3.72,1090,317,9780394735306
The Tale of Genji,Yoshitaka Amano/Murasaki Shikibu/Rachel Nacth/Anri Itō/Junichi Imura,4.05,81,475,9781595820631
The Tale of Genji: Scenes from the World's First Novel (Illustrated Japanese Classics),Murasaki Shikibu/Masayuki Miyata/Jakuchō Seitouchi/Donald Keene/H. Mack Horton/Ayako Watanabe/Michiko Hiraoka,3.74,238,46,9784770027726
Blue Shoes and Happiness (No. 1 Ladies' Detective Agency  #7),Alexander McCall Smith,4.06,227,386,9780375422720
In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency #6),Alexander McCall Smith,4.08,233,22026,9780375422713
Ein Gentleman für Mma Ramotswe (No. 1 Ladies' Detective Agency  #2),Alexander McCall Smith,3.96,238,11,9783485009027
Ein Koch für Mma Ramotswe (No. 1 Ladies' Detective Agency  #3),Alexander McCall Smith,3.98,240,2,9783485009607
The Good Husband of Zebra Drive (No. 1 Ladies' Detective Agency #8),Alexander McCall Smith,4.07,213,20290,9780375422737
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),Alexander McCall Smith,3.78,235,208669,9781400034772
Paris to the Moon,Adam Gopnik,3.76,368,12356,9780375758232
The Belly of Paris (Les Rougon-Macquart  #3),Émile Zola/Ernest Alfred Vizetelly/Henry Vizetelly,3.91,397,8,9781557130662
My Movie Business: A Memoir,John Irving,3.34,222,1113,9780345441300
Setting Free the Bears / The Water-Method Man / The 158-Pound Marriage,John Irving,3.83,718,304,9780517146545
The Headmaster's Papers,Richard A. Hawley/John Irving,3.99,240,11,9780839731948
Blade Runner,Philip K. Dick,4.08,216,49,9780345323880
The Android (Animorphs  #10),K.A. Applegate/Katherine Applegate,3.77,170,3856,9780590997300
The Soul of a New Machine,Tracy Kidder,4.11,293,5480,9780316491976
No Better Place to Die: The Battle Of Stones River,Peter Cozzens,4.17,282,273,9780252062292
Never Call Retreat,Bruce Catton/E.B. Long,4.33,558,1552,9781842122914
The 42nd Parallel (U.S.A.  #1),John Dos Passos,3.82,326,5290,9780618056811
U.S.A.: 42e Parallèle/L'An premier du siècle/La Grosse galette,John Dos Passos,4.1,1344,9,9782070766031
The Big Money (U.S.A.  #3),John Dos Passos/E.L. Doctorow,4.03,464,2090,9780618056835
1919 (U.S.A.  #2),John Dos Passos/E.L. Doctorow,4.0,400,2185,9780618056828
The King in the Window,Adam Gopnik/Omar Rayyan,3.6,410,805,9780786838943
The Karamazov Brothers,Fyodor Dostoyevsky/Ignat Avsey,4.32,1054,235,9780192835093
The Grand Inquisitor: with related chapters from The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Charles Guignon,4.36,128,210,9780872201934
The Count of Monte Cristo,Alexandre Dumas/Robin Buss,4.25,1276,647271,9780140449266
The Count of Monte Cristo,Alexandre Dumas/Brantley Johnson/Margaret Brantley,4.25,620,193,9780743487559
The Count of Monte Cristo,Alexandre Dumas/Lorenzo Carcaterra,4.25,1462,9921,9780375760303
The Brothers Karamazov,Fyodor Dostoyevsky/Andrew R. MacAndrew/Konstantin Mochulsky,4.32,1072,1022,9780553212167
Crime and Punishment,Fyodor Dostoyevsky/Leonard Stanton/James D. Hardy Jr./Sidney Monas/Robin Feuer Miller,4.21,560,2041,9780451530066
Crime and Punishment in American History,Lawrence M. Friedman,3.86,590,112,9780465014873
Crime and Punishment in America,Elliott Currie,3.83,240,69,9780805060164
Cliffsnotes on Dostoevsky's Crime and Punishment,James Lamar Roberts/Fyodor Dostoyevsky/CliffsNotes,3.72,128,30,9780764586552
On Crimes and Punishments,Cesare Beccaria/David Young,3.92,129,1,9780915144990
Crime and Punishment,Fyodor Dostoyevsky/David McDuff,4.21,671,483122,9780143058144
Crime and Punishment (Norton Critical Editions),Fyodor Dostoyevsky/George Gibian/Jessie Coulson,4.21,690,34,9780393096330
The Politics of Injustice: Crime and Punishment in America,Katherine Beckett/Theodore Sasson,3.87,272,37,9780761929949
The Beginning and the End,Naguib Mahfouz,4.08,412,363,9780385264587
The Black Tulip,Alexandre Dumas/Robin Buss,3.8,246,10208,9780140448924
La Dame aux Camélias,Alexandre Dumas fils/David Coward,3.99,256,15211,9780192836380
The Women's War,Alexandre Dumas/Robin Buss,3.93,546,292,9780140449778
The Knight of Maison-Rouge,Alexandre Dumas/Julie Rose/Lorenzo Carcaterra,3.89,448,1172,9780812969634
The Way the Crow Flies,Ann-Marie MacDonald,4.09,848,11330,9780060586379
As the Crow Flies,Jeffrey Archer,4.1,800,16264,9780312997113
Under The Tuscan Sun - At Home In Italy,Frances Mayes,3.75,291,1036,9780767902809
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller,3.9,243,96614,9780785263708
The Secret Life of Bees,Sue Monk Kidd,4.05,302,1284,9780143036401
The Wounded Healer: Ministry in Contemporary Society,Henri J.M. Nouwen,4.26,100,8024,9780232521023
The Dance of Life: Weaving Sorrows and Blessings Into One Joyful Step,Henri J.M. Nouwen/Michael    Ford,4.2,219,122,9781594710872
The Prodigal Son (Roger the Chapman  #15),Kate Sedley,4.07,252,102,9780727891624
How to Make Love Like a Porn Star: A Cautionary Tale,Jenna Jameson/Neil Strauss,3.76,592,10537,9780060539092
Dominion: The Power of Man  the Suffering of Animals  and the Call to Mercy,Matthew Scully,4.16,448,1171,9780312319731
No Dominion (Joe Pitt  #2),Charlie Huston,3.99,251,4698,9780345478252
Dominion (Ollie Chandler #2),Randy Alcorn,4.22,603,4180,9781590525937
O Is for Old Dominion: A Virginia Alphabet,Pamela Duncan Edwards/Troy Howell,3.76,40,20,9781585361618
Dominion,Masamune Shirow,3.75,225,298,9781569714881
Essentials of Conservation Biology,Richard B. Primack,3.92,585,37,9780878937202
Marine Conservation Biology: The Science of Maintaining the Sea's Biodiversity,Elliott A. Norse/Larry B. Crowder/Michael E. Soulé,4.59,496,16,9781559636629
Key Topics in Conservation Biology,David W. Macdonald/Alonzo C. Addison/Sandra Baker/Mark S. Boyce/David Brown/Stephen Cobb/N. Mark Collins/C. Patrick Doncaster/John E. Fa/Joshua Ginsberg/Susanna B. Hecht/Katrina Service/Steve Albon/Les Firbank/Eli Geffen/Lise Albrechtsen/Elizabeth J. Asteraki/Christian Bonacic/Marcel Cardillo/Chris R. Dickman/Stephen A. Ellwood/H. Resit Akcakaya/Ruth E. Feber,3.33,307,3,9781405122498
The Sawtooth Wolves,Jim Dutcher/Eric Baker/Greg Simpson/Richard Ballantine,4.58,191,38,9780964991507
Rainforest Home Remedies: The Maya Way To Heal Your Body and Replenish Your Soul,Rosita Arvigo/Nadine Epstein,4.13,221,66,9780062516374
Zolar's Encyclopedia and Dictionary of Dreams: Fully Revised and Updated for the 21st Century,Zolar,3.68,480,72,9780743222631
The Complete Dream Dictionary,Pamela Ball,3.68,390,36,9780785812142
Letters from Father Christmas,J.R.R. Tolkien/Baillie Tolkien,4.25,111,7043,9780618512652
The Silmarillion,J.R.R. Tolkien/Christopher Tolkien/Ted Nasmith,3.92,386,166136,9780618391110
J.R.R. Tolkien: A Biography,Humphrey Carpenter,4.08,288,9057,9780618057023
The Tolkien Reader,J.R.R. Tolkien/Peter S. Beagle,3.99,251,4200,9780345345066
Tolkien on Film: Essays on Peter Jackson's The Lord of the Rings,Janet Brennan Croft/Mark P. Shea/Amy H. Sturgis,3.79,323,39,9781887726092
The Monsters and the Critics and Other Essays,J.R.R. Tolkien/Christopher Tolkien,3.93,240,3441,9780261102637
The Maps of Tolkien's Middle-earth,Brian Sibley/John  Howe/J.R.R. Tolkien,4.14,80,7649,9780618391103
The Gospel According to Tolkien: Visions of the Kingdom in Middle-Earth,Ralph C. Wood,4.09,169,577,9780664226107
The Treason of Isengard: The History of The Lord of the Rings  Part Two (The History of Middle-earth  #7),J.R.R. Tolkien/Christopher Tolkien,4.17,465,102,9780261102200
Tolkien and the Great War: The Threshold of Middle-earth,John Garth,3.71,398,6230,9780618574810
Tolkien and C.S. Lewis: The Gift of a Friendship,Colin Duriez,4.01,244,1354,9781587680267
The Book of Lost Tales  Part One (The History of Middle-Earth  #1),J.R.R. Tolkien/Christopher Tolkien,3.83,367,10727,9780345375216
Tree and Leaf: Includes Mythopoeia and The Homecoming of Beorhtnoth,J.R.R. Tolkien,4.05,150,2357,9780007105045
The Lord of the Rings: The Making of the Movie Trilogy,Brian Sibley/Ian McKellen,4.47,192,8051,9780618260225
Tolkien: A Look Behind The Lord of the Rings,Lin Carter,3.76,211,13,9780345215505
The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien/Rob Inglis,4.5,56,151,9781402516276
